"CALENDAR.YEAR","CATEGORY","AGENCY.NAME","X1..PIT.OFFSET.COUNT","X1..PIT.OFFSET.AMOUNT","X2..LOTTERY.OFFSET.COUNT","X2..LOTTERY.OFFSET.AMOUNT","X3..UNCLAIMED.PROPERTY.OFFSET.COUNT","X3..UNCLAIMED.PROPERTY.OFFSET.AMOUNT","Total.OFFSET.COUNT","Total.OFFSET.AMOUNT","AGENCY_CLEAN","Year","PIT_Count","PIT_Amount","Lottery_Count","Lottery_Amount","UCP_Count","UCP_Amount","Total_Count","Total_Amount","Lottery_UCP_Amount","Lottery_UCP_Count"
"CY2018","2 - CITY","CITY OF RIVERBANK 29","29","$5,428.00","","","1","$60.78","30","$5,488.78","CITY OF RIVERBANK",2018,29,5428,0,0,1,60.78,30,5488.78,60.78,1
"CY2018","2 - CITY","CITY OF BELLFLOWER 1,823 $335,858.86","1,823","$335,858.86","15","$4,811.00","54","$1,932.65","1,892","$342,602.51","CITY OF BELLFLOWER",2018,1823,335858.86,15,4811,54,1932.65,1892,342602.51,6743.65,69
"CY2018","2 - CITY","FOSTER CITY POLICE DEPT 16","16","$2,159.00","","","","","16","$2,159.00","FOSTER CITY POLICE DEPT",2018,16,2159,0,0,0,0,16,2159,0,0
"CY2018","2 - CITY","CITY OF SAN DIEGO 14,718 $2,013,031.85","14,718","$2,013,031.85","54","$12,317.21","359","$34,383.12","15,131","$2,059,732.18","CITY OF SAN DIEGO",2018,14718,2013031.85,54,12317.21,359,34383.12,15131,2059732.18,46700.33,413
"CY2018","2 - CITY","CITY OF SAN LEANDRO 345","345","$52,239.04","3","$413.92","8","$506.55","356","$53,159.51","CITY OF SAN LEANDRO",2018,345,52239.04,3,413.92,8,506.55,356,53159.51,920.47,11
"CY2018","2 - CITY","CITY OF SAN CARLOS 57","57","$7,239.57","1","$90.00","3","$103.00","61","$7,432.57","CITY OF SAN CARLOS",2018,57,7239.57,1,90,3,103,61,7432.57,193,4
"CY2018","2 - CITY","CITY OF SANTA ANA 1,520 $217,810.17","1,520","$217,810.17","26","$7,965.00","46","$2,724.19","1,592","$228,499.36","CITY OF SANTA ANA",2018,1520,217810.17,26,7965,46,2724.19,1592,228499.36,10689.19,72
"CY2018","2 - CITY","CITY OF SEAL BEACH 245","245","$22,950.10","1","$76.00","3","$122.22","249","$23,148.32","CITY OF SEAL BEACH",2018,245,22950.1,1,76,3,122.22,249,23148.32,198.22,4
"CY2018","2 - CITY","CITY OF RICHMOND 1,210 $102,608.77","1,210","$102,608.77","8","$644.30","20","$1,598.19","1,238","$104,851.26","CITY OF RICHMOND",2018,1210,102608.77,8,644.3,20,1598.19,1238,104851.26,2242.49,28
"CY2018","2 - CITY","CITY OF PACIFIC GROVE 25","25","$2,540.00","","","1","$34.00","26","$2,574.00","CITY OF PACIFIC GROVE",2018,25,2540,0,0,1,34,26,2574,34,1
"CY2018","2 - CITY","CITY OF EL MONTE (PARKING) 585","585","$72,166.96","5","$1,191.00","10","$495.85","600","$73,853.81","CITY OF EL MONTE (PARKING)",2018,585,72166.96,5,1191,10,495.85,600,73853.81,1686.85,15
"CY2018","2 - CITY","CITY OF POMONA 57","57","$39,236.49","2","$1,012.00","6","$1,372.14","65","$41,620.63","CITY OF POMONA",2018,57,39236.49,2,1012,6,1372.14,65,41620.63,2384.14,8
"CY2018","2 - CITY","CITY OF TEMPLE CITY 144","144","$24,214.26","","","6","$1,755.12","150","$25,969.38","CITY OF TEMPLE CITY",2018,144,24214.26,0,0,6,1755.12,150,25969.38,1755.12,6
"CY2018","2 - CITY","CITY OF PALMDALE 3","3","$359.84","","","","","3","$359.84","CITY OF PALMDALE",2018,3,359.84,0,0,0,0,3,359.84,0,0
"CY2018","2 - CITY","CITY OF SOUTH SAN FRANCISCO 227","227","$37,911.00","2","$836.48","6","$531.27","235","$39,278.75","CITY OF SOUTH SAN FRANCISCO",2018,227,37911,2,836.48,6,531.27,235,39278.75,1367.75,8
"CY2018","2 - CITY","CITY OF TURLOCK 83","83","$12,879.92","","","","","83","$12,879.92","CITY OF TURLOCK",2018,83,12879.92,0,0,0,0,83,12879.92,0,0
"CY2018","2 - CITY","CITY OF TUSTIN 370","370","$60,503.00","6","$469.00","3","$127.04","379","$61,099.04","CITY OF TUSTIN",2018,370,60503,6,469,3,127.04,379,61099.04,596.04,9
"CY2018","2 - CITY","CITY OF VICTORVILLE 156","156","$51,547.83","2","$1,928.00","4","$178.34","162","$53,654.17","CITY OF VICTORVILLE",2018,156,51547.83,2,1928,4,178.34,162,53654.17,2106.34,6
"CY2018","2 - CITY","CITY OF WEST HOLLYWOOD 575","575","$71,190.10","1","$79.00","11","$674.77","587","$71,943.87","CITY OF WEST HOLLYWOOD",2018,575,71190.1,1,79,11,674.77,587,71943.87,753.77,12
"CY2018","2 - CITY","CITY OF ORANGE 76","76","$11,244.16","3","$1,183.50","9","$755.20","88","$13,182.86","CITY OF ORANGE",2018,76,11244.16,3,1183.5,9,755.2,88,13182.86,1938.7,12
"CY2018","2 - CITY","CITY OF YUBA CITY 105","105","$16,201.11","","","3","$532.98","108","$16,734.09","CITY OF YUBA CITY",2018,105,16201.11,0,0,3,532.98,108,16734.09,532.98,3
"CY2018","2 - CITY","CITY OF IMPERIAL BEACH 1","1","$551.00","","","","","1","$551.00","CITY OF IMPERIAL BEACH",2018,1,551,0,0,0,0,1,551,0,0
"CY2018","2 - CITY","CITY OF LOS ANGELES 639 $109,575.19","639","$109,575.19","4","$926.00","15","$1,757.05","658","$112,258.24","CITY OF LOS ANGELES",2018,639,109575.19,4,926,15,1757.05,658,112258.24,2683.05,19
"CY2018","2 - CITY","CITY OF ARCADIA 127","127","$22,428.35","1","$143.00","","","128","$22,571.35","CITY OF ARCADIA",2018,127,22428.35,1,143,0,0,128,22571.35,143,1
"CY2018","2 - CITY","CITY OF WESTMINSTER 513","513","$65,924.65","4","$669.58","4","$536.90","521","$67,131.13","CITY OF WESTMINSTER",2018,513,65924.65,4,669.58,4,536.9,521,67131.13,1206.48,8
"CY2018","2 - CITY","CITY OF COSTA MESA 388","388","$37,016.68","7","$1,004.50","11","$761.63","406","$38,782.81","CITY OF COSTA MESA",2018,388,37016.68,7,1004.5,11,761.63,406,38782.81,1766.13,18
"CY2018","2 - CITY","CITY OF SOUTH LAKE TAHOE 40","40","$8,150.52","","","1","$450.00","41","$8,600.52","CITY OF SOUTH LAKE TAHOE",2018,40,8150.52,0,0,1,450,41,8600.52,450,1
"CY2018","2 - CITY","CITY OF INDIO 55","55","$31,097.51","","","","","55","$31,097.51","CITY OF INDIO",2018,55,31097.51,0,0,0,0,55,31097.51,0,0
"CY2018","2 - CITY","CITY OF ANAHEIM 1,332 $165,603.41","1,332","$165,603.41","11","$1,425.00","11","$849.78","1,354","$167,878.19","CITY OF ANAHEIM",2018,1332,165603.41,11,1425,11,849.78,1354,167878.19,2274.78,22
"CY2018","2 - CITY","CITY OF VISTA 784 $143,055.62","784","$143,055.62","2","$974.00","12","$908.98","798","$144,938.60","CITY OF VISTA",2018,784,143055.62,2,974,12,908.98,798,144938.6,1882.98,14
"CY2018","2 - CITY","CITY OF PALO ALTO 391","391","$58,645.11","2","$211.00","8","$299.85","401","$59,155.96","CITY OF PALO ALTO",2018,391,58645.11,2,211,8,299.85,401,59155.96,510.85,10
"CY2018","2 - CITY","CITY OF HUGHSON 20","20","$2,686.00","","","","","20","$2,686.00","CITY OF HUGHSON",2018,20,2686,0,0,0,0,20,2686,0,0
"CY2018","2 - CITY","CITY OF BUENA PARK 19","19","$6,185.22","","","","","19","$6,185.22","CITY OF BUENA PARK",2018,19,6185.22,0,0,0,0,19,6185.22,0,0
"CY2018","2 - CITY","CITY OF RANCHO MIRAGE 17","17","$3,173.82","","","1","$12.00","18","$3,185.82","CITY OF RANCHO MIRAGE",2018,17,3173.82,0,0,1,12,18,3185.82,12,1
"CY2018","2 - CITY","CITY OF TORRANCE 42","42","$5,108.43","1","$278.00","","","43","$5,386.43","CITY OF TORRANCE",2018,42,5108.43,1,278,0,0,43,5386.43,278,1
"CY2018","2 - CITY","CITY OF UNION CITY 195","195","$37,571.04","1","$328.00","12","$1,155.20","208","$39,054.24","CITY OF UNION CITY",2018,195,37571.04,1,328,12,1155.2,208,39054.24,1483.2,13
"CY2018","2 - CITY","CITY OF ALAMEDA 254","254","$43,125.32","1","$251.00","5","$338.38","260","$43,714.70","CITY OF ALAMEDA",2018,254,43125.32,1,251,5,338.38,260,43714.7,589.38,6
"CY2018","2 - CITY","CITY OF CERES 86","86","$11,894.12","","","3","$140.80","89","$12,034.92","CITY OF CERES",2018,86,11894.12,0,0,3,140.8,89,12034.92,140.8,3
"CY2018","2 - CITY","CITY OF IMPERIAL BEACH 8","8","$1,133.00","","","","","8","$1,133.00","CITY OF IMPERIAL BEACH",2018,8,1133,0,0,0,0,8,1133,0,0
"CY2018","2 - CITY","CITY OF LOS ALAMITOS CODE 2","2","$1,694.00","","","","","2","$1,694.00","CITY OF LOS ALAMITOS CODE",2018,2,1694,0,0,0,0,2,1694,0,0
"CY2018","2 - CITY","CITY OF NORWALK 797 $149,071.32","797","$149,071.32","2","$197.00","13","$977.57","812","$150,245.89","CITY OF NORWALK",2018,797,149071.32,2,197,13,977.57,812,150245.89,1174.57,15
"CY2018","2 - CITY","CITY OF SAN JOSE 37","37","$28,069.87","","","4","$2,690.47","41","$30,760.34","CITY OF SAN JOSE",2018,37,28069.87,0,0,4,2690.47,41,30760.34,2690.47,4
"CY2018","2 - CITY","CITY OF HUGHSON 32","32","$4,088.70","","","1","$58.21","33","$4,146.91","CITY OF HUGHSON",2018,32,4088.7,0,0,1,58.21,33,4146.91,58.21,1
"CY2018","2 - CITY","CITY OF ESCALON 5","5","$1,317.50","","","","","5","$1,317.50","CITY OF ESCALON",2018,5,1317.5,0,0,0,0,5,1317.5,0,0
"CY2018","2 - CITY","CITY OF LOS ANGELES (LADOT) 15,740 $3,114,429.09","15,740","$3,114,429.09","91","$24,714.96","309","$28,589.03","16,140","$3,167,733.08","CITY OF LOS ANGELES (LADOT)",2018,15740,3114429.09,91,24714.96,309,28589.03,16140,3167733.08,53303.99,400
"CY2018","2 - CITY","MENLO PARK POLICE DEPARTMENT 139","139","$24,335.66","2","$374.00","1","$116.00","142","$24,825.66","MENLO PARK POLICE DEPARTMENT",2018,139,24335.66,2,374,1,116,142,24825.66,490,3
"CY2018","2 - CITY","CITY OF LONG BEACH 267","267","$76,233.90","","","11","$1,387.52","278","$77,621.42","CITY OF LONG BEACH",2018,267,76233.9,0,0,11,1387.52,278,77621.42,1387.52,11
"CY2018","2 - CITY","CITY OF LOS ANGELES 127","127","$49,586.92","1","$1,505.94","2","$1,091.05","130","$52,183.91","CITY OF LOS ANGELES",2018,127,49586.92,1,1505.94,2,1091.05,130,52183.91,2596.99,3
"CY2018","2 - CITY","CITY OF COTATI 7","7","$506.23","","","3","$39.25","10","$545.48","CITY OF COTATI",2018,7,506.23,0,0,3,39.25,10,545.48,39.25,3
"CY2018","2 - CITY","CITY OF LODI 86","86","$12,451.17","","","7","$96.25","93","$12,547.42","CITY OF LODI",2018,86,12451.17,0,0,7,96.25,93,12547.42,96.25,7
"CY2018","2 - CITY","CITY OF RIALTO 347","347","$70,731.38","2","$288.00","10","$1,585.67","359","$72,605.05","CITY OF RIALTO",2018,347,70731.38,2,288,10,1585.67,359,72605.05,1873.67,12
"CY2018","2 - CITY","CITY OF GLENDALE 1,188 $180,765.09","1,188","$180,765.09","7","$1,347.00","28","$2,233.95","1,223","$184,346.04","CITY OF GLENDALE",2018,1188,180765.09,7,1347,28,2233.95,1223,184346.04,3580.95,35
"CY2018","2 - CITY","CITY OF NORCO 120","120","$25,233.87","","","9","$811.78","129","$26,045.65","CITY OF NORCO",2018,120,25233.87,0,0,9,811.78,129,26045.65,811.78,9
"CY2018","2 - CITY","CITY OF EASTVALE 4","4","$639.29","","","","","4","$639.29","CITY OF EASTVALE",2018,4,639.29,0,0,0,0,4,639.29,0,0
"CY2018","2 - CITY","CITY OF CARSON 241","241","$34,630.08","1","$160.00","3","$79.35","245","$34,869.43","CITY OF CARSON",2018,241,34630.08,1,160,3,79.35,245,34869.43,239.35,4
"CY2018","2 - CITY","CITY OF OAKLAND - RMB 191","191","$61,306.28","1","$1,000.00","14","$3,331.76","206","$65,638.04","CITY OF OAKLAND - RMB",2018,191,61306.28,1,1000,14,3331.76,206,65638.04,4331.76,15
"CY2018","2 - CITY","CITY OF FOUNTAIN VALLEY 43","43","$4,334.48","","","6","$252.46","49","$4,586.94","CITY OF FOUNTAIN VALLEY",2018,43,4334.48,0,0,6,252.46,49,4586.94,252.46,6
"CY2018","2 - CITY","CITY OF LONG BEACH 6,383 $1,055,442.20","6,383","$1,055,442.20","35","$9,103.00","142","$12,421.63","6,560","$1,076,966.83","CITY OF LONG BEACH",2018,6383,1055442.2,35,9103,142,12421.63,6560,1076966.83,21524.63,177
"CY2018","2 - CITY","CITY OF GLENDORA 127","127","$16,671.89","1","$192.00","","","128","$16,863.89","CITY OF GLENDORA",2018,127,16671.89,1,192,0,0,128,16863.89,192,1
"CY2018","2 - CITY","CITY OF PORT HUENEME 307","307","$39,795.98","1","$106.00","6","$302.50","314","$40,204.48","CITY OF PORT HUENEME",2018,307,39795.98,1,106,6,302.5,314,40204.48,408.5,7
"CY2018","2 - CITY","CITY OF SANTE FE SPRINGS 163","163","$18,567.32","","","6","$481.70","169","$19,049.02","CITY OF SANTE FE SPRINGS",2018,163,18567.32,0,0,6,481.7,169,19049.02,481.7,6
"CY2018","2 - CITY","SAN FRANCISCO MUNICIPAL TRANS AGNC 3,500 $839,119.25","3,500","$839,119.25","10","$3,086.00","87","$9,927.34","3,597","$852,132.59","SAN FRANCISCO MUNICIPAL TRANS AGNCY",2018,3500,839119.25,10,3086,87,9927.34,3597,852132.59,13013.34,97
"CY2018","2 - CITY","CITY OF JURUPA VALLEY 152","152","$29,212.12","4","$1,400.00","","","156","$30,612.12","CITY OF JURUPA VALLEY",2018,152,29212.12,4,1400,0,0,156,30612.12,1400,4
"CY2018","2 - CITY","CITY OF SAN BRUNO 207","207","$34,851.03","4","$450.00","5","$437.00","216","$35,738.03","CITY OF SAN BRUNO",2018,207,34851.03,4,450,5,437,216,35738.03,887,9
"CY2018","2 - CITY","CITY OF NAPA 137","137","$33,822.27","3","$1,740.00","5","$389.53","145","$35,951.80","CITY OF NAPA",2018,137,33822.27,3,1740,5,389.53,145,35951.8,2129.53,8
"CY2018","2 - CITY","CITY OF LOMA LINDA 1","1","$24.00","","","","","1","$24.00","CITY OF LOMA LINDA",2018,1,24,0,0,0,0,1,24,0,0
"CY2018","2 - CITY","CITY OF POMONA 38","38","$7,515.12","","","1","$391.15","39","$7,906.27","CITY OF POMONA",2018,38,7515.12,0,0,1,391.15,39,7906.27,391.15,1
"CY2018","2 - CITY","CITY OF SOUTH EL MONTE 201","201","$22,662.40","1","$100.00","1","$52.17","203","$22,814.57","CITY OF SOUTH EL MONTE",2018,201,22662.4,1,100,1,52.17,203,22814.57,152.17,2
"CY2018","2 - CITY","CITY OF COLTON 204","204","$38,032.98","2","$398.00","3","$151.29","209","$38,582.27","CITY OF COLTON",2018,204,38032.98,2,398,3,151.29,209,38582.27,549.29,5
"CY2018","2 - CITY","CITY OF FREMONT 247","247","$45,549.31","3","$1,008.00","7","$255.27","257","$46,812.58","CITY OF FREMONT",2018,247,45549.31,3,1008,7,255.27,257,46812.58,1263.27,10
"CY2018","2 - CITY","CITY OF YORBA LINDA 26","26","$5,762.29","","","4","$1,253.40","30","$7,015.69","CITY OF YORBA LINDA",2018,26,5762.29,0,0,4,1253.4,30,7015.69,1253.4,4
"CY2018","2 - CITY","CITY OF SOLANA BEACH 28","28","$3,016.86","","","","","28","$3,016.86","CITY OF SOLANA BEACH",2018,28,3016.86,0,0,0,0,28,3016.86,0,0
"CY2018","2 - CITY","CITY OF EASTVALE 249","249","$19,087.46","1","$126.00","4","$133.10","254","$19,346.56","CITY OF EASTVALE",2018,249,19087.46,1,126,4,133.1,254,19346.56,259.1,5
"CY2018","2 - CITY","CITY OF HAYWARD 349","349","$81,937.92","13","$3,025.00","8","$805.00","370","$85,767.92","CITY OF HAYWARD",2018,349,81937.92,13,3025,8,805,370,85767.92,3830,21
"CY2018","2 - CITY","CITY OF ROSEMEAD 171","171","$27,915.59","3","$226.00","4","$170.35","178","$28,311.94","CITY OF ROSEMEAD",2018,171,27915.59,3,226,4,170.35,178,28311.94,396.35,7
"CY2018","2 - CITY","CITY OF SANTA CLARITA 19","19","$7,488.38","","","1","$10.00","20","$7,498.38","CITY OF SANTA CLARITA",2018,19,7488.38,0,0,1,10,20,7498.38,10,1
"CY2018","2 - CITY","CITY OF LA QUINTA 64","64","$4,693.00","","","1","$203.91","65","$4,896.91","CITY OF LA QUINTA",2018,64,4693,0,0,1,203.91,65,4896.91,203.91,1
"CY2018","2 - CITY","CITY OF COVINA 382","382","$55,164.66","2","$505.00","2","$45.64","386","$55,715.30","CITY OF COVINA",2018,382,55164.66,2,505,2,45.64,386,55715.3,550.64,4
"CY2018","2 - CITY","CITY OF LIVE OAK 17","17","$2,398.15","","","2","$290.76","19","$2,688.91","CITY OF LIVE OAK",2018,17,2398.15,0,0,2,290.76,19,2688.91,290.76,2
"CY2018","2 - CITY","CITY OF ATWATER 40","40","$7,769.23","1","$738.00","","","41","$8,507.23","CITY OF ATWATER",2018,40,7769.23,1,738,0,0,41,8507.23,738,1
"CY2018","2 - CITY","CITY OF MADERA 41","41","$7,964.25","","","","","41","$7,964.25","CITY OF MADERA",2018,41,7964.25,0,0,0,0,41,7964.25,0,0
"CY2018","2 - CITY","SAN BERNARDINO MUNICIPAL WATER DEP 235","235","$23,587.94","3","$217.92","1","$3.45","239","$23,809.31","SAN BERNARDINO MUNICIPAL WATER DEPT",2018,235,23587.94,3,217.92,1,3.45,239,23809.31,221.37,4
"CY2018","2 - CITY","CITY OF BERKELEY 653 $122,697.05","653","$122,697.05","6","$2,490.00","9","$690.34","668","$125,877.39","CITY OF BERKELEY",2018,653,122697.05,6,2490,9,690.34,668,125877.39,3180.34,15
"CY2018","2 - CITY","CITY OF WHITTIER 462","462","$64,410.50","4","$823.00","10","$674.95","476","$65,908.45","CITY OF WHITTIER",2018,462,64410.5,4,823,10,674.95,476,65908.45,1497.95,14
"CY2018","2 - CITY","CITY OF INGLEWOOD 10,739 $1,869,391.84","10,739","$1,869,391.84","60","$14,347.81","278","$25,240.04","11,077","$1,908,979.69","CITY OF INGLEWOOD",2018,10739,1869391.84,60,14347.81,278,25240.04,11077,1908979.69,39587.85,338
"CY2018","2 - CITY","CITY OF GREENFIELD 26","26","$4,060.00","5","$1,188.00","","","31","$5,248.00","CITY OF GREENFIELD",2018,26,4060,5,1188,0,0,31,5248,1188,5
"CY2018","2 - CITY","CITY OF HUNTINGTON PARK 1,204 $194,955.52","1,204","$194,955.52","5","$1,973.00","14","$1,536.08","1,223","$198,464.60","CITY OF HUNTINGTON PARK",2018,1204,194955.52,5,1973,14,1536.08,1223,198464.6,3509.08,19
"CY2018","2 - CITY","CITY OF TEHACHAPI 4","4","$1,040.00","","","2","$23.00","6","$1,063.00","CITY OF TEHACHAPI",2018,4,1040,0,0,2,23,6,1063,23,2
"CY2018","2 - CITY","COASTAL ANIMAL SERVICE AUTHORITY 56","56","$16,452.80","1","$1,300.00","1","$74.90","58","$17,827.70","COASTAL ANIMAL SERVICE AUTHORITY",2018,56,16452.8,1,1300,1,74.9,58,17827.7,1374.9,2
"CY2018","2 - CITY","CITY OF SIGNAL HILL 154","154","$19,951.87","","","4","$120.93","158","$20,072.80","CITY OF SIGNAL HILL",2018,154,19951.87,0,0,4,120.93,158,20072.8,120.93,4
"CY2018","2 - CITY","CITY OF REDONDO BEACH - ADMIN 81","81","$20,846.66","","","2","$18.15","83","$20,864.81","CITY OF REDONDO BEACH - ADMIN",2018,81,20846.66,0,0,2,18.15,83,20864.81,18.15,2
"CY2018","2 - CITY","CITY OF COACHELLA 26","26","$4,075.74","1","$107.50","3","$125.99","30","$4,309.23","CITY OF COACHELLA",2018,26,4075.74,1,107.5,3,125.99,30,4309.23,233.49,4
"CY2018","2 - CITY","CITY OF INGLEWOOD 1,590 $290,834.26","1,590","$290,834.26","2","$259.50","22","$2,294.33","1,614","$293,388.09","CITY OF INGLEWOOD",2018,1590,290834.26,2,259.5,22,2294.33,1614,293388.09,2553.83,24
"CY2018","2 - CITY","CITY OF DESERT HOT SPRINGS (CODE) 15","15","$5,973.00","","","1","$126.48","16","$6,099.48","CITY OF DESERT HOT SPRINGS (CODE)",2018,15,5973,0,0,1,126.48,16,6099.48,126.48,1
"CY2018","2 - CITY","CITY OF CHINO 152","152","$26,105.19","1","$97.50","5","$314.50","158","$26,517.19","CITY OF CHINO",2018,152,26105.19,1,97.5,5,314.5,158,26517.19,412,6
"CY2018","2 - CITY","CITY OF LAGUNA BEACH 250","250","$21,332.24","1","$154.00","7","$417.59","258","$21,903.83","CITY OF LAGUNA BEACH",2018,250,21332.24,1,154,7,417.59,258,21903.83,571.59,8
"CY2018","2 - CITY","CITY OF KINGSBURG 4","4","$200.00","","","","","4","$200.00","CITY OF KINGSBURG",2018,4,200,0,0,0,0,4,200,0,0
"CY2018","2 - CITY","CITY OF WATERFORD 7","7","$1,394.00","","","","","7","$1,394.00","CITY OF WATERFORD",2018,7,1394,0,0,0,0,7,1394,0,0
"CY2018","2 - CITY","CITY OF BELL GARDENS 355","355","$36,716.62","3","$327.00","2","$74.00","360","$37,117.62","CITY OF BELL GARDENS",2018,355,36716.62,3,327,2,74,360,37117.62,401,5
"CY2018","2 - CITY","CITY OF MAYWOOD 354","354","$39,767.80","1","$468.00","5","$285.85","360","$40,521.65","CITY OF MAYWOOD",2018,354,39767.8,1,468,5,285.85,360,40521.65,753.85,6
"CY2018","2 - CITY","CITY OF MILLBRAE 60","60","$9,359.00","1","$113.00","2","$767.48","63","$10,239.48","CITY OF MILLBRAE",2018,60,9359,1,113,2,767.48,63,10239.48,880.48,3
"CY2018","2 - CITY","CITY OF MONTEREY 450","450","$44,017.36","","","9","$596.80","459","$44,614.16","CITY OF MONTEREY",2018,450,44017.36,0,0,9,596.8,459,44614.16,596.8,9
"CY2018","2 - CITY","CITY OF WOODLAND 135","135","$16,334.89","1","$108.00","4","$374.91","140","$16,817.80","CITY OF WOODLAND",2018,135,16334.89,1,108,4,374.91,140,16817.8,482.91,5
"CY2018","2 - CITY","CITY OF SANTA BARBARA CODE 1","1","$3,000.00","","","","","1","$3,000.00","CITY OF SANTA BARBARA CODE",2018,1,3000,0,0,0,0,1,3000,0,0
"CY2018","2 - CITY","CITY OF CHICO 111","111","$10,995.02","","","2","$250.00","113","$11,245.02","CITY OF CHICO",2018,111,10995.02,0,0,2,250,113,11245.02,250,2
"CY2018","2 - CITY","CITY OF DIAMOND BAR 95","95","$13,164.66","","","4","$244.80","99","$13,409.46","CITY OF DIAMOND BAR",2018,95,13164.66,0,0,4,244.8,99,13409.46,244.8,4
"CY2018","2 - CITY","CITY OF VENTURA 253","253","$30,394.53","1","$80.00","7","$566.43","261","$31,040.96","CITY OF VENTURA",2018,253,30394.53,1,80,7,566.43,261,31040.96,646.43,8
"CY2018","2 - CITY","CITY OF BARSTOW 3","3","$1,000.00","","","","","3","$1,000.00","CITY OF BARSTOW",2018,3,1000,0,0,0,0,3,1000,0,0
"CY2018","2 - CITY","CITY OF LOMITA 16","16","$3,599.02","3","$550.00","4","$147.88","23","$4,296.90","CITY OF LOMITA",2018,16,3599.02,3,550,4,147.88,23,4296.9,697.88,7
"CY2018","2 - CITY","CITY OF UPLAND 39","39","$5,255.96","","","1","$43.50","40","$5,299.46","CITY OF UPLAND",2018,39,5255.96,0,0,1,43.5,40,5299.46,43.5,1
"CY2018","2 - CITY","CITY OF HESPERIA 76","76","$18,792.69","","","3","$317.99","79","$19,110.68","CITY OF HESPERIA",2018,76,18792.69,0,0,3,317.99,79,19110.68,317.99,3
"CY2018","2 - CITY","MILL VALLEY POLICE DEPARTMENT 69","69","$10,994.32","","","4","$349.00","73","$11,343.32","MILL VALLEY POLICE DEPARTMENT",2018,69,10994.32,0,0,4,349,73,11343.32,349,4
"CY2018","2 - CITY","CITY OF EL MONTE 81","81","$23,438.58","","","","","81","$23,438.58","CITY OF EL MONTE",2018,81,23438.58,0,0,0,0,81,23438.58,0,0
"CY2018","2 - CITY","CITY OF SOUTH GATE 968 $127,686.38","968","$127,686.38","8","$910.00","9","$790.76","985","$129,387.14","CITY OF SOUTH GATE",2018,968,127686.38,8,910,9,790.76,985,129387.14,1700.76,17
"CY2018","2 - CITY","CITY OF SAUSALITO 107","107","$12,702.09","","","1","$37.00","108","$12,739.09","CITY OF SAUSALITO",2018,107,12702.09,0,0,1,37,108,12739.09,37,1
"CY2018","2 - CITY","CITY OF COMPTON 39","39","$11,493.87","","","2","$165.85","41","$11,659.72","CITY OF COMPTON",2018,39,11493.87,0,0,2,165.85,41,11659.72,165.85,2
"CY2018","2 - CITY","CITY OF UKIAH 32","32","$1,827.00","","","","","32","$1,827.00","CITY OF UKIAH",2018,32,1827,0,0,0,0,32,1827,0,0
"CY2018","2 - CITY","CITY OF BAKERSFIELD 3","3","$337.11","","","","","3","$337.11","CITY OF BAKERSFIELD",2018,3,337.11,0,0,0,0,3,337.11,0,0
"CY2018","2 - CITY","CITY OF KERMAN 3","3","$451.00","","","1","$4.17","4","$455.17","CITY OF KERMAN",2018,3,451,0,0,1,4.17,4,455.17,4.17,1
"CY2018","2 - CITY","CITY OF SAN MATEO 262","262","$39,858.28","1","$116.00","22","$1,651.92","285","$41,626.20","CITY OF SAN MATEO",2018,262,39858.28,1,116,22,1651.92,285,41626.2,1767.92,23
"CY2018","2 - CITY","SANTA MONICA HOUSING AUTHORITY 1","1","$188.00","","","","","1","$188.00","SANTA MONICA HOUSING AUTHORITY",2018,1,188,0,0,0,0,1,188,0,0
"CY2018","2 - CITY","NEVADA CITY 29","29","$2,635.00","","","1","$86.00","30","$2,721.00","NEVADA CITY",2018,29,2635,0,0,1,86,30,2721,86,1
"CY2018","2 - CITY","TOWN OF CORTE MADERA 1","1","$90.00","","","","","1","$90.00","TOWN OF CORTE MADERA",2018,1,90,0,0,0,0,1,90,0,0
"CY2018","2 - CITY","BELVEDERE POLICE DEPARTMENT 2","2","$216.00","","","","","2","$216.00","BELVEDERE POLICE DEPARTMENT",2018,2,216,0,0,0,0,2,216,0,0
"CY2018","2 - CITY","TOWN OF SAN ANSELMO 4","4","$321.00","","","","","4","$321.00","TOWN OF SAN ANSELMO",2018,4,321,0,0,0,0,4,321,0,0
"CY2018","2 - CITY","FAIRFAX POLICE DEPARTMENT 19","19","$5,413.57","","","1","$582.00","20","$5,995.57","FAIRFAX POLICE DEPARTMENT",2018,19,5413.57,0,0,1,582,20,5995.57,582,1
"CY2018","2 - CITY","CITY OF CYPRESS 67","67","$3,726.67","","","2","$7.17","69","$3,733.84","CITY OF CYPRESS",2018,67,3726.67,0,0,2,7.17,69,3733.84,7.17,2
"CY2018","2 - CITY","REDDING HOUSING AUTHORITY 1","1","$542.56","","","","","1","$542.56","REDDING HOUSING AUTHORITY",2018,1,542.56,0,0,0,0,1,542.56,0,0
"CY2018","2 - CITY","CITY OF BURLINGAME 127","127","$17,084.57","2","$353.10","1","$109.00","130","$17,546.67","CITY OF BURLINGAME",2018,127,17084.57,2,353.1,1,109,130,17546.67,462.1,3
"CY2018","2 - CITY","CITY OF BELMONT 44","44","$6,056.00","","","","","44","$6,056.00","CITY OF BELMONT",2018,44,6056,0,0,0,0,44,6056,0,0
