CALENDAR YEAR,CATEGORY,AGENCY NAME,1. PIT OFFSET COUNT,1. PIT OFFSET AMOUNT,2. LOTTERY OFFSET COUNT,2. LOTTERY OFFSET AMOUNT,3. UNCLAIMED PROPERTY OFFSET COUNT,3. UNCLAIMED PROPERTY OFFSET AMOUNT,Total OFFSET COUNT,Total OFFSET AMOUNT
CY2021,2 - CITY,CITY OF CHINO,24,"$8,011.65",,,,,24,"$8,011.65"
CY2021,2 - CITY,LAGUNA BEACH CITY OF,94,"$7,790.98",9,"$1,153.33",,,103,"$8,944.31"
CY2021,2 - CITY,CITY OF KINGSBURG,1,$14.62,,,,,1,$14.62
CY2021,2 - CITY,CITY OF WATERFORD,3,$567.46,,,,,3,$567.46
CY2021,2 - CITY,GARDENS CITY OF BELL,68,"$7,457.41",7,$914.00,2,$44.85,77,"$8,416.26"
CY2021,2 - CITY,CITY OF BELL,8,"$2,077.27",,,,,8,"$2,077.27"
CY2021,2 - CITY,MAYWOOD CITY OF,62,"$8,518.10",2,$938.00,1,$440.00,65,"$9,896.10"
CY2021,2 - CITY,CITY OF MILLBRAE,7,$961.00,,,,,7,$961.00
CY2021,2 - CITY,OCEANSIDE CITY OF,42,"$5,295.87",1,$126.00,2,$252.00,45,"$5,673.87"
CY2021,2 - CITY,WOODLAND CITY OF,21,"$1,954.70",2,"$1,131.00",2,$175.00,25,"$3,260.70"
CY2021,2 - CITY,CITY OF FIREBAUGH,6,$251.82,,,1,$30.00,7,$281.82
CY2021,2 - CITY,CITY OF SANTA BARBARA CODE,1,"$1,500.00",,,,,1,"$1,500.00"
CY2021,2 - CITY,CITY OF CAMARILLO,19,"$3,081.66",3,$64.90,,,22,"$3,146.56"
CY2021,2 - CITY,CITY OF IRVINE,1,"$4,000.00",,,,,1,"$4,000.00"
CY2021,2 - CITY,CITY OF CHICO,19,"$2,023.35",1,$146.00,,,20,"$2,169.35"
CY2021,2 - CITY,CITY OF VENTURA,14,"$1,237.49",,,,,14,"$1,237.49"
CY2021,2 - CITY,COLMA TOWN OF,7,"$1,036.08",,,,,7,"$1,036.08"
CY2021,2 - CITY,CITY OF ROCKLIN,3,$330.00,,,,,3,$330.00
CY2021,2 - CITY,SANTA BARBARA ADMIN/SNAP,1,$206.00,,,,,1,$206.00
CY2021,2 - CITY,,11,"$1,332.41",1,$137.50,,,12,"$1,469.91"
CY2021,2 - CITY,CITY OF SHAFTER,1,$91.00,,,,,1,$91.00
CY2021,2 - CITY,CITY OF BARSTOW,1,$100.00,,,,,1,$100.00
CY2021,2 - CITY,CITY OF NEEDLES,1,$174.50,,,,,1,$174.50
CY2021,2 - CITY,CITY OF CLOVIS,2,$106.67,1,$40.00,,,3,$146.67
CY2021,2 - CITY,CITY OF LOMITA,7,"$1,070.73",1,$208.00,1,$208.00,9,"$1,486.73"
CY2021,2 - CITY,CITY OF DANA POINT ADMIN,1,$125.00,,,1,$61.89,2,$186.89
CY2021,2 - CITY,CITY OF YUBA CITY,11,"$1,765.73",,,,,11,"$1,765.73"
CY2021,2 - CITY,CITY OF SOUTH PASADENA,23,"$2,765.84",1,$570.00,1,$100.00,25,"$3,435.84"
CY2021,2 - CITY,CITY OF UPLAND,38,"$3,523.36",,,2,$65.12,40,"$3,588.48"
CY2021,2 - CITY,CITY OF HESPERIA,2,$281.72,,,,,2,$281.72
CY2021,2 - CITY,MILL VALLEY POLICE DEPARTMENT,13,"$1,814.88",,,1,$206.00,14,"$2,020.88"
CY2021,2 - CITY,CITY OF EL MONTE,1,$80.71,,,,,1,$80.71
CY2021,2 - CITY,CITY OF SOUTH GATE,33,"$4,245.37",1,$88.00,,,34,"$4,333.37"
CY2021,2 - CITY,CITY OF SAUSALITO,10,"$1,273.31",,,,,10,"$1,273.31"
CY2021,2 - CITY,CITY OF COMPTON,339,"$91,905.48",24,"$5,964.50",4,$649.08,367,"$98,519.06"
CY2021,2 - CITY,CITY OF UKIAH,7,$567.15,,,,,7,$567.15
CY2021,2 - CITY,CITY OF BAKERSFIELD,10,"$1,066.17",3,$855.00,1,$18.61,14,"$1,939.78"
CY2021,2 - CITY,CITY OF KERMAN,5,$730.69,,,,,5,$730.69
CY2021,2 - CITY,PICO WATER DISTRICT,1,$53.37,,,,,1,$53.37
CY2021,2 - CITY,CITY OF SAN MATEO,56,"$8,531.46",,,,,56,"$8,531.46"
CY2021,2 - CITY,NEVADA CITY,8,"$1,089.00",1,$86.00,,,9,"$1,175.00"
CY2021,2 - CITY,MADERA TOWN OF CORTE,1,$15.18,,,,,1,$15.18
CY2021,2 - CITY,DEPARTMENT FAIRFAX POLICE,2,$144.13,,,,,2,$144.13
CY2021,2 - CITY,CITY OF CYPRESS,27,"$1,530.20",1,$58.00,,,28,"$1,588.20"
CY2021,2 - CITY,CITY OF BURLINGAME,36,"$5,517.68",1,$122.00,2,$218.00,39,"$5,857.68"
CY2021,2 - CITY,CITY OF BELMONT,11,"$1,780.32",,,,,11,"$1,780.32"
CY2021,2 - CITY,VENTURA CITY OF,1,$137.00,,,,,1,$137.00
CY2021,2 - CITY,BALDWIN PARK CITY OF,3,$222.77,,,,,3,$222.77
CY2021,2 - CITY,FLINTRIDGE LA CANADA,6,$557.67,,,,,6,$557.67
CY2021,2 - CITY,CITY OF OXNARD,166,"$24,333.16",8,"$1,539.60",5,$435.66,179,"$26,308.42"
CY2021,2 - CITY,CANYON LAKE CITY OF,1,$125.00,,,,,1,$125.00
CY2021,2 - CITY,CITY OF PARAMOUNT,54,"$5,711.26",1,$86.00,,,55,"$5,797.26"
CY2021,3 - COUNTY,- COUNTY ALAMEDA COUNTY AUDITOR-CONTROLLER,747,"$235,357.05",50,"$35,715.18",36,"$8,192.74",833,"$279,264.97"
CY2021,3 - COUNTY,BUTTE COUNTY,745,"$248,593.87",25,"$25,077.83",16,"$3,014.42",786,"$276,686.12"
CY2021,3 - COUNTY,NORTE COUNTY DEL,18,"$3,000.63",,,,,18,"$3,000.63"
CY2021,3 - COUNTY,FRESNO COUNTY,377,"$90,723.42",17,"$10,280.08",8,$135.10,402,"$101,138.60"
CY2021,3 - COUNTY,COUNTY PROBATION DEPT. INYO,4,$242.00,,,,,4,$242.00
CY2021,3 - COUNTY,COLLECTOR KINGS COUNTY TAX,12,"$1,865.43",1,$126.87,,,13,"$1,992.30"
CY2021,3 - COUNTY,COUNTY LASSEN,25,"$4,851.83",2,"$2,205.00",,,27,"$7,056.83"
CY2021,3 - COUNTY,MADERA COUNTY,3,"$2,390.72",,,,,3,"$2,390.72"
CY2021,3 - COUNTY,MARIN COUNTY,57,"$21,284.30",2,"$1,015.54",1,$304.00,60,"$22,603.84"
CY2021,3 - COUNTY,MARIPOSA COUNTY,2,$242.81,2,$72.20,,,4,$315.01
CY2021,3 - COUNTY,MONTERREY COUNTY,45,"$14,152.68",1,"$1,000.00",4,$117.17,50,"$15,269.85"
CY2021,3 - COUNTY,COUNTY OF NAPA,8,"$3,627.62",,,,,8,"$3,627.62"
CY2021,3 - COUNTY,COUNTY NEVADA,30,"$6,719.21",3,"$1,603.63",,,33,"$8,322.84"
CY2021,3 - COUNTY,IMPERIAL COUNTY SHERIFF,1,$200.00,,,,,1,$200.00
CY2021,3 - COUNTY,COUNTY OF SANTA CRUZ,1,$251.00,,,,,1,$251.00
CY2021,3 - COUNTY,COUNTY OF ORANGE TTC,508,"$150,893.33",24,"$17,686.05",24,"$7,900.17",556,"$176,479.55"
CY2021,3 - COUNTY,COUNTY OF PLACER,811,"$292,702.57",25,"$18,386.38",52,"$9,800.71",888,"$320,889.66"
CY2021,3 - COUNTY,COUNTY PLUMAS,26,"$5,836.18",1,$592.00,4,"$1,007.55",31,"$7,435.73"
CY2021,3 - COUNTY,COUNTY OF SACRAMENTO,"2,023","$746,332.72",95,"$86,723.26",97,"$29,063.47","2,215","$862,119.45"
CY2021,3 - COUNTY,SAN MATEO COUNTY REVENUE SERVICES,"1,384","$517,232.11",54,"$40,973.29",95,"$23,360.07","1,533","$581,565.47"
CY2021,3 - COUNTY,COUNTY OF SANTA CLARA,171,"$51,281.84",15,"$8,949.22",10,"$1,790.45",196,"$62,021.51"
CY2021,3 - COUNTY,COUNTY SANTA CRUZ,33,"$9,141.78",1,"$1,000.00",1,"$11,853.53",35,"$21,995.31"
CY2021,3 - COUNTY,SISKIYOU COUNTY,12,"$2,205.76",1,$148.85,,,13,"$2,354.61"
CY2021,3 - COUNTY,STANISLAUS COUNTY,542,"$157,497.30",23,"$18,349.64",16,"$2,637.16",581,"$178,484.10"
CY2021,3 - COUNTY,COUNTY OF TRINITY,8,"$3,755.39",1,$5.00,,,9,"$3,760.39"
CY2021,3 - COUNTY,COUNTY SHERIFF'S OFFICE MARIN,11,"$3,186.61",1,$140.00,,,12,"$3,326.61"
CY2021,3 - COUNTY,COUNTY SAN DIEGO,169,"$48,264.70",4,"$4,258.51",9,$252.35,182,"$52,775.56"
CY2021,3 - COUNTY,SHERIFF LOS ANGELES COUNTY,896,"$171,401.65",30,"$8,191.00",21,"$2,690.49",947,"$182,283.14"
CY2021,3 - COUNTY,COUNTY OF EL DORADO,1,"$1,461.00",1,$230.11,1,"$1,286.10",3,"$2,977.21"
CY2021,3 - COUNTY,COUNTY SACRAMENTO,348,"$82,475.42",16,"$5,758.00",20,"$1,737.33",384,"$89,970.75"
CY2021,3 - COUNTY,VENTURA COUNTY ANIMAL SERVICES,28,"$7,311.15",2,$102.38,,,30,"$7,413.53"
CY2021,3 - COUNTY,SHERIFF'S OFFICE ALAMEDA COUNTY,126,"$25,838.69",3,"$1,040.00",2,$112.21,131,"$26,990.90"
CY2021,3 - COUNTY,COUNTY TREASURER-TAX COLLECTOR KERN,26,"$12,563.83",3,$526.04,,,29,"$13,089.87"
CY2021,3 - COUNTY,,85,"$31,995.23",1,$339.88,4,"$1,132.69",90,"$33,467.80"
CY2021,3 - COUNTY,COUNTY OF RIVERSIDE,455,"$145,535.36",19,"$11,982.66",25,"$3,008.99",499,"$160,527.01"
CY2021,3 - COUNTY,COUNTY OF ORANGE,8,"$4,007.12",,,2,$56.99,10,"$4,064.11"
CY2021,3 - COUNTY,COUNTY OF MONO,4,$931.34,,,,,4,$931.34
CY2021,3 - COUNTY,COUNTY OF RIVERSIDE FIRE DEPARTMENT,8,"$1,590.43",,,,,8,"$1,590.43"
CY2021,3 - COUNTY,HUMBOLDT COUNTY PROBATION,8,"$2,131.30",,,,,8,"$2,131.30"
CY2021,3 - COUNTY,COUNTY OF SAN BERNARDINO,14,"$5,040.39",,,,,14,"$5,040.39"
CY2021,3 - COUNTY,COUNTY OF SANTA CLARA,67,"$7,214.38",1,$270.00,1,$90.00,69,"$7,574.38"
CY2021,3 - COUNTY,MARIN COUNTY,81,"$27,954.67",4,"$3,186.06",,,85,"$31,140.73"
CY2021,3 - COUNTY,RIVERSIDE COUNTY TREASURER-TAX COLL,139,"$86,019.80",1,$699.36,6,$194.36,146,"$86,913.52"
CY2021,3 - COUNTY,COUNTY OF HUMBOLDT,297,"$87,630.47",21,"$10,401.21",24,"$4,332.07",342,"$102,363.75"
CY2021,3 - COUNTY,MENDOCINO COUNTY COURT COLLECTIONS,203,"$78,794.49",12,"$9,180.49",8,"$4,123.05",223,"$92,098.03"
CY2021,3 - COUNTY,SACRAMENTO COUNTY SHERIFF'S DEPT.,94,"$9,985.29",4,"$1,400.00",6,$643.25,104,"$12,028.54"
CY2021,3 - COUNTY,STANISLAUS COUNTY,382,"$106,108.08",27,"$22,189.77",15,"$5,820.36",424,"$134,118.21"
CY2021,3 - COUNTY,HUMBOLT COUNTY DHHS-SSB,20,"$2,907.64",4,"$3,895.69",,,24,"$6,803.33"
CY2021,3 - COUNTY,MERCED COUNTY,26,"$8,241.65",,,1,$140.00,27,"$8,381.65"
CY2021,3 - COUNTY,ORANGE COUNTY TRANSPORTATION AUTH.,"1,191","$221,913.17",39,"$8,885.92",72,"$6,493.96","1,302","$237,293.05"
CY2021,3 - COUNTY,SHASTA COUNTY HHSA,101,"$23,694.43",5,"$2,844.28",6,"$1,669.02",112,"$28,207.73"
CY2021,3 - COUNTY,AMADOR COUNTY TREAS/TAX COLLECTOR,1,$218.02,,,1,"$1,969.99",2,"$2,188.01"
CY2021,3 - COUNTY,COUNTY OF SHASTA,37,"$5,400.10",1,$146.98,3,$83.51,41,"$5,630.59"
CY2021,3 - COUNTY,TRANSPORTATION CORRIDOR AGENCIES,22,"$22,185.04",1,$519.50,8,$166.85,31,"$22,871.39"
CY2021,3 - COUNTY,ORANGE COUNTY PARKS,2,$120.00,1,$100.00,,,3,$220.00
CY2021,3 - COUNTY,RIVERSIDE COUNTY,8,"$4,040.27",,,,,8,"$4,040.27"
CY2021,3 - COUNTY,COUNTY KERN,3,$333.00,,,,,3,$333.00
CY2021,3 - COUNTY,HUMBOLDT COUNTY,17,"$3,482.77",1,$122.70,,,18,"$3,605.47"
CY2021,3 - COUNTY,KERN COUNTY PROBATION DEPT,74,"$31,169.13",4,"$3,607.33",1,$47.93,79,"$34,824.39"
CY2021,3 - COUNTY,MADERA COUNTY PROBATION,224,"$73,431.67",7,"$4,309.72",5,"$3,034.42",236,"$80,775.81"
CY2021,3 - COUNTY,SAN BERNARDINO COUNTY,"6,742","$2,211,487.26",225,"$147,243.30",300,"$49,411.72","7,267","$2,408,142.28"
CY2021,3 - COUNTY,COUNTY OF SAN JOAQUIN,664,"$260,186.46",21,"$22,129.50",28,"$9,620.73",713,"$291,936.69"
CY2021,3 - COUNTY,SAN LUIS OBISPO COUNTY PROBATION,164,"$71,143.02",11,"$13,865.17",3,$873.50,178,"$85,881.69"
CY2021,3 - COUNTY,SHERIFF SAN MATEO COUNTY,20,"$2,696.27",,,,,20,"$2,696.27"
CY2021,3 - COUNTY,COUNTY OF SONOMA,316,"$131,862.13",13,"$12,066.70",14,"$1,118.00",343,"$145,046.83"
CY2021,3 - COUNTY,TULARE COUNTY PROBATION,217,"$24,946.92",15,"$2,340.66",6,$157.57,238,"$27,445.15"
CY2021,3 - COUNTY,COUNTY OF MONTEREY,36,"$15,067.00",1,$394.75,3,"$1,190.46",40,"$16,652.21"
CY2021,3 - COUNTY,PROBATION DEPT MARIPOSA COUNTY,2,$161.71,,,,,2,$161.71
CY2021,3 - COUNTY,,2,$340.00,,,,,2,$340.00
CY2021,4 - STATE,& FEE ADMIN - STATE CALIFORNIA DEPT.OF TAX,5,"$1,171.44",,,,,5,"$1,171.44"
CY2021,4 - STATE,EQUALIZATION BOARD OF,6,"$2,261.56",1,$10.00,,,7,"$2,271.56"
CY2021,4 - STATE,PRACTICES COM FAIR POLITICAL,3,$371.00,2,$598.01,,,5,$969.01
CY2021,4 - STATE,CA DEPT OF TAX AND FEE ADMIN,275,"$202,672.75",7,"$6,146.95",5,$142.80,287,"$208,962.50"
CY2021,4 - STATE,CA STATE POLYTECHNIC UNIV POMONA,138,"$33,586.87",1,"$3,298.31",3,$228.03,142,"$37,113.21"
CY2021,4 - STATE,CALIFORNIA STATE UNIV NORTHRIDGE,208,"$69,674.19",7,"$5,897.36",10,"$2,168.15",225,"$77,739.70"
CY2021,4 - STATE,EMPLOYMENT DEVELOPMENT DEPARTMENT,"9,530","$3,252,207.44",220,"$155,568.85",426,"$78,971.36","10,176","$3,486,747.65"
CY2021,4 - STATE,CSU SACRAMENTO,137,"$26,803.59",3,"$1,189.75",4,$313.64,144,"$28,306.98"
CY2021,4 - STATE,DEPT OF PARKS & RECREATION CA,4,$462.51,,,,,4,$462.51
CY2021,4 - STATE,DEPT OF HEALTH CARE SERVICES,60,"$37,083.54",1,"$9,858.63",5,$535.37,66,"$47,477.54"
CY2021,4 - STATE,CAL FIRE,3,$360.31,1,$64.17,,,4,$424.48
CY2021,4 - STATE,UCLA,116,"$15,206.42",1,$136.00,10,$368.70,127,"$15,711.12"
CY2021,4 - STATE,EMPLOYMENT DEVELOPMENT DEPT,"2,004","$1,835,574.56",49,"$43,173.35",87,"$41,056.53","2,140","$1,919,804.44"
CY2021,4 - STATE,CORRECTIONS & REHABILITATION,31,"$13,138.63",4,"$2,998.40",3,$19.08,38,"$16,156.11"
CY2021,4 - STATE,EMPLOYMENT DEVELOPMENT DEPT,7,"$1,830.36",1,$9.86,,,8,"$1,840.22"
CY2021,4 - STATE,DEPT OF STATE HOSPITALS - NAPA,1,$62.67,,,,,1,$62.67
CY2021,4 - STATE,PORTERVILLE DEVELOPMENTAL CENTER,2,$45.08,,,,,2,$45.08
CY2021,4 - STATE,DEPARTMENT OF MOTOR VEHICLES,1,$169.03,,,,,1,$169.03
CY2021,4 - STATE,CALPERS,25,"$10,408.10",,,4,$145.14,29,"$10,553.24"
CY2021,4 - STATE,DEPARTMENT OF REHABILITATION,1,$43.71,,,,,1,$43.71
CY2021,4 - STATE,AFFAIRS DEPARTMENT OF CONSUMER,139,"$50,283.71",4,"$4,833.00",9,$270.22,152,"$55,386.93"
CY2021,4 - STATE,DEPARTMENT OF FISH AND WILDLIFE,1,$76.51,,,,,1,$76.51
CY2021,4 - STATE,"BAKERSFIELD CSU,",118,"$25,465.25",3,"$1,947.18",3,$62.28,124,"$27,474.71"
CY2021,4 - STATE,STATE TEACHERS' RETIREMENT SYS CA,25,"$22,885.05",,,,,25,"$22,885.05"
CY2021,4 - STATE,FRANCHISE TAX BOARD,"6,137","$1,990,303.16",,,,,"6,137","$1,990,303.16"
CY2021,4 - STATE,DEPARTMENT OF TRANSPORTATION,15,"$4,623.06",1,$120.65,,,16,"$4,743.71"
CY2021,4 - STATE,RECREATION CA. DEPT. OF PARKS AND,151,"$22,416.65",6,"$1,213.00",6,"$1,246.62",163,"$24,876.27"
CY2021,4 - STATE,STATE COMPENSATION INSURANCE FUND,3,$265.07,,,,,3,$265.07
CY2021,4 - STATE,DEPT OF REAL ESTATE,28,"$7,997.20",2,"$5,043.03",,,30,"$13,040.23"
CY2021,4 - STATE,CALIFORNIA ENERGY COMMISSION,1,$140.97,,,,,1,$140.97
CY2021,4 - STATE,DEPT OF CHILD SUPPORT SERVICES,"107,432","$50,675,896.21",500,"$831,148.67","2,036","$824,751.17","109,968","$52,331,796.05"
CY2021,4 - STATE,FRANCHISE TAX BOARD,7,$896.75,,,,,7,$896.75
CY2021,4 - STATE,"UNIVERSITY OF CALIFORNIA, RIVERSIDE",194,"$48,693.39",4,"$2,242.22",11,"$1,025.29",209,"$51,960.90"
CY2021,4 - STATE,DEPARTMENT OF STATE HOSPITALS,2,$212.83,,,2,$244.07,4,$456.90
CY2021,4 - STATE,DEPARTMENT OF STATE HOSPITALS,2,$238.54,,,,,2,$238.54
CY2021,4 - STATE,UC SANTA BARBARA,175,"$37,605.49",1,$608.28,5,$286.37,181,"$38,500.14"
CY2021,4 - STATE,CSU MARITIME ACADEMY,4,$406.83,,,3,$767.58,7,"$1,174.41"
CY2021,4 - STATE,HOUSING COMMUNITY DEVELOPMENT,2,"$8,675.00",,,,,2,"$8,675.00"
CY2021,4 - STATE,CALIFORNIA LOTTERY,48,"$22,913.61",2,"$1,783.00",4,"$2,469.19",54,"$27,165.80"
CY2021,4 - STATE,DEPARTMENT OF INSURANCE,2,$368.00,,,,,2,$368.00
CY2021,4 - STATE,CA VICTIM COMPENSATION BOARD,4,"$2,234.95",,,,,4,"$2,234.95"
CY2021,4 - STATE,FAIR POLITICAL PRACTICES COMMISSION,15,"$1,415.38",,,,,15,"$1,415.38"
CY2021,4 - STATE,STATE CONTROLLER'S OFFICE,3,$234.38,,,,,3,$234.38
CY2021,4 - STATE,DMV-FTB REGISTRATION COLLECTIONS,176,"$49,832.70",5,"$1,808.60",9,"$2,157.55",190,"$53,798.85"
CY2021,4 - STATE,DEPT OF SOCIAL SERVICES,3,"$4,018.17",,,1,$52.82,4,"$4,070.99"
CY2021,4 - STATE,CSU CHANCELLOR'S OFFICE,3,$586.43,,,,,3,$586.43
CY2021,4 - STATE,FRESNO STATE,4,$523.55,1,$662.00,,,5,"$1,185.55"
CY2021,4 - STATE,FRANCHISE TAX BOARD,"1,331","$1,558,680.41",,,,,"1,331","$1,558,680.41"
CY2021,4 - STATE,CDPH - GENETIC DISEASE BRANCH,780,"$100,721.89",14,"$2,689.45",13,$711.61,807,"$104,122.95"
CY2021,4 - STATE,UCLA DEBT MANAGEMENT SERVICES (DMS),187,"$71,583.14",,,10,"$2,425.22",197,"$74,008.36"
CY2021,4 - STATE,CA DEPT OF SOCIAL SERVICES,14,"$7,507.91",,,1,$996.84,15,"$8,504.75"
CY2021,4 - STATE,EMPLOYMENT DEVELOPMENT DEPARTMENT,5,"$11,443.54",,,,,5,"$11,443.54"
CY2021,4 - STATE,CSU DOMINGUEZ HILLS,21,"$2,523.18",1,$94.65,,,22,"$2,617.83"
CY2021,4 - STATE,ADMIN CA DEPT OF TAX AND FEE,1,$485.00,,,,,1,$485.00
CY2021,4 - STATE,CA DEPT OF TAX AND FEE ADMIN,8,"$6,928.52",,,,,8,"$6,928.52"
CY2021,4 - STATE,DEPT OF VETERANS AFFAIRS,8,"$1,394.67",,,,,8,"$1,394.67"
CY2021,4 - STATE,"UNIVERSITY OF CALIFORNIA, BERKELEY",15,"$3,362.77",,,,,15,"$3,362.77"
CY2021,4 - STATE,EMERGENCY CA GOVERNOR'S OFFICE OF,3,$343.83,,,,,3,$343.83
CY2021,4 - STATE,DEPT OF CHILD SUPPORT,3,$948.11,3,$122.65,,,6,"$1,070.76"
CY2021,4 - STATE,CSU NORTHRIDGE,46,"$5,165.88",1,$127.00,,,47,"$5,292.88"
CY2021,4 - STATE,DMV-FTB REGISTRATION COLLECTIONS,"18,215","$5,253,822.03",412,"$180,369.39",655,"$115,677.53","19,282","$5,549,868.95"
CY2021,4 - STATE,DMV-FTB REGISTRATION COLLECTIONS,"1,126","$267,845.54",33,"$8,532.06",20,"$3,485.49","1,179","$279,863.09"
CY2021,4 - STATE,DMV-FTB REGISTRATION COLLECTIONS,136,"$33,479.07",3,$799.00,2,$799.56,141,"$35,077.63"
CY2021,4 - STATE,"UNIVERSITY OF CALIFORNIA, DAVIS",138,"$42,971.90",1,$754.00,9,$785.41,148,"$44,511.31"
CY2021,5 - COUNTY SUPERIOR COURT,- COUNTY SUPERIOR COURT KERN COUNTY SUPERIOR COURT,"1,862","$721,783.13",74,"$65,576.13",48,"$6,359.95","1,984","$793,719.21"
CY2021,5 - COUNTY SUPERIOR COURT,"SUPERIOR COURT CA, VENTURA COUNTY","1,306","$460,330.68",69,"$58,293.28",71,"$21,884.22","1,446","$540,508.18"
CY2021,5 - COUNTY SUPERIOR COURT,SUPERIOR COURT OF CA COUNTY OF INYO,6,"$2,290.69",1,"$1,000.00",,,7,"$3,290.69"
CY2021,5 - COUNTY SUPERIOR COURT,SOLANO SUPERIOR COURT,453,"$157,928.34",31,"$21,854.97",19,"$3,258.46",503,"$183,041.77"
CY2021,5 - COUNTY SUPERIOR COURT,SUPERIOR COURT OF CALIFORNIA,"2,914","$1,004,773.11",82,"$49,315.87",167,"$37,989.12","3,163","$1,092,078.10"
CY2021,5 - COUNTY SUPERIOR COURT,COURT COUNTY OF MARIPOSA SUPERIOR,20,"$6,260.16",3,"$2,015.00",,,23,"$8,275.16"
CY2021,5 - COUNTY SUPERIOR COURT,CALAVERAS SUPERIOR COURT,5,$621.03,,,,,5,$621.03
CY2021,5 - COUNTY SUPERIOR COURT,SAN DIEGO SUPERIOR COURT,"3,319","$1,005,642.99",107,"$77,325.85",150,"$31,341.97","3,576","$1,114,310.81"
CY2021,5 - COUNTY SUPERIOR COURT,NAPA SUPERIOR COURT,370,"$135,713.30",18,"$14,648.37",26,"$8,225.80",414,"$158,587.47"
CY2021,5 - COUNTY SUPERIOR COURT,CONTRA COSTA SUPERIOR COURT,"1,760","$700,057.50",68,"$60,676.50",102,"$22,539.37","1,930","$783,273.37"
CY2021,5 - COUNTY SUPERIOR COURT,SUPERIOR COURT OF TULARE COUNTY,277,"$97,454.20",12,"$8,335.56",3,$158.71,292,"$105,948.47"
CY2021,5 - COUNTY SUPERIOR COURT,SISKIYOU COUNTY SUPERIOR COURT,36,"$13,349.80",2,"$1,485.00",1,$0.98,39,"$14,835.78"
CY2021,5 - COUNTY SUPERIOR COURT,COUNTY OF SAN BENITO,2,$341.28,,,,,2,$341.28
CY2021,5 - COUNTY SUPERIOR COURT,YOLO SUPERIOR COURT OF CA,600,"$246,672.63",30,"$29,133.60",35,"$9,119.34",665,"$284,925.57"
CY2021,5 - COUNTY SUPERIOR COURT,ORANGE COUNTY SUPERIOR COURT,814,"$230,186.56",24,"$15,651.84",32,"$6,559.73",870,"$252,398.13"
CY2021,5 - COUNTY SUPERIOR COURT,SUPERIOR COURT OF SUTTER COUNTY,144,"$55,460.78",6,"$4,986.02",5,"$2,150.56",155,"$62,597.36"
CY2021,5 - COUNTY SUPERIOR COURT,FRESNO SUPERIOR COURT,258,"$95,696.96",14,"$13,371.00",7,$349.98,279,"$109,417.94"
CY2021,5 - COUNTY SUPERIOR COURT,SUPERIOR COURT SAN FRANCISCO,301,"$87,803.35",11,"$7,307.94",18,"$3,347.84",330,"$98,459.13"
CY2021,5 - COUNTY SUPERIOR COURT,RIVERSIDE SUPERIOR COURT,"5,818","$2,153,319.61",145,"$112,463.56",193,"$42,885.89","6,156","$2,308,669.06"
CY2021,5 - COUNTY SUPERIOR COURT,SHASTA COUNTY SUPERIOR COURT,"1,133","$456,650.25",57,"$56,846.16",35,"$5,634.84","1,225","$519,131.25"
CY2021,5 - COUNTY SUPERIOR COURT,SUPERIOR COURT OF CA-VENTURA COUNTY,"1,227","$433,721.56",56,"$41,798.63",53,"$9,215.35","1,336","$484,735.54"
CY2021,5 - COUNTY SUPERIOR COURT,SUPERIOR COURT RIVERSIDE,84,"$35,380.35",1,$86.18,1,$0.14,86,"$35,466.67"
CY2021,5 - COUNTY SUPERIOR COURT,SUPERIOR COURT COUNTY OFSANTA CRUZ,400,"$132,939.69",30,"$27,615.87",13,"$2,599.25",443,"$163,154.81"
CY2021,5 - COUNTY SUPERIOR COURT,COURT,5,$718.90,,,,,5,$718.90
CY2021,6 - OTHER STATES,UMASS GLOBAL - OTHER STATES,98,"$59,184.90",3,"$3,000.00",6,$257.42,107,"$62,442.32"
CY2021,6 - OTHER STATES,SOUTHERN CALIF. UNIVERSITY OF,50,"$35,313.09",1,"$1,000.00",5,$279.20,56,"$36,592.29"
CY2021,6 - OTHER STATES,STANFORD UNIVERSITY,23,"$2,873.41",1,$222.00,1,$111.00,25,"$3,206.41"
CY2021,6 - OTHER STATES,PEPPERDINE UNIVERSITY,5,"$1,608.77",1,$41.81,,,6,"$1,650.58"
CY2021,6 - OTHER STATES,STANFORD UNIVERSITY,2,$423.77,,,,,2,$423.77
CY2021,6 - OTHER STATES,SANTA CLARA UNIVERSITY,21,"$2,986.05",1,$100.00,,,22,"$3,086.05"
CY2021,6 - OTHER STATES,UNIVERSITY OF LA,12,"$4,147.13",,,,,12,"$4,147.13"
CY2021,6 - OTHER STATES,,1,$221.00,,,,,1,$221.00
CY2021,6 - OTHER STATES,LOMA LINDA UNIVERSITY,4,"$27,624.20",,,1,"$1,064.45",5,"$28,688.65"
CY2021,6 - OTHER STATES,LOYOLA MARYMOUNT UNIVERSITY,60,"$24,378.20",,,1,$141.13,61,"$24,519.33"
CY2021,6 - OTHER STATES,SAINT MARY'S COLLEGE OF CA,6,"$1,521.50",,,,,6,"$1,521.50"
CY2021,6 - OTHER STATES,LA SIERRA UNIVERSITY,5,"$1,228.41",,,1,$25.74,6,"$1,254.15"
CY2021,6 - OTHER STATES,CHAPMAN UNIVERSITY,4,"$1,593.38",,,1,$36.36,5,"$1,629.74"
CY2021,6 - OTHER STATES,,291,"$163,103.81",6,"$4,322.00",17,"$1,957.11",314,"$169,382.92"
